Question,Answer,Age,Gender,Personality
I feel uncomfortable in situations where I do not know anyone.,9,23,0,Extroversion
I prefer to observe rather than participate in group activities.,9,22,0,Extroversion
"I trust my practical, hands-on experience more than abstract theories.",9,41,1,Intuition
I prefer to focus on details rather than seeing the big picture.,9,29,0,Intuition
I rely on facts and evidence when making decisions.,9,21,1,Intuition
I prefer to follow a step-by-step approach rather than experimenting with new ideas.,9,36,0,Intuition
I pay attention to the present moment rather than thinking about future possibilities.,9,39,0,Intuition
"I prefer concrete, tangible information over abstract concepts.",9,18,0,Intuition
I enjoy activities that require careful attention to detail.,9,42,0,Intuition
I prefer to learn through hands-on experience rather than theoretical study.,9,30,1,Intuition
I tend to notice small changes in my environment.,9,45,0,Intuition
I trust my senses to provide accurate information about the world.,9,22,1,Intuition
I enjoy using practical skills to solve problems.,9,44,1,Intuition
I focus on what is real and tangible rather than what could be.,9,40,0,Intuition
I prefer to stick to proven methods rather than trying new approaches.,9,31,1,Intuition
I trust my observations and experiences over theories and concepts.,9,21,1,Intuition
"I enjoy activities that engage my senses, like cooking or gardening.",9,40,1,Intuition
I prefer to rely on established procedures rather than improvising.,9,41,1,Intuition
I prefer to have all the facts before making a decision.,9,21,1,Intuition
I tend to focus on specifics rather than generalities.,9,35,1,Intuition
I am good at remembering details and specifics.,9,46,0,Intuition
I trust my intuition to guide me in uncertain situations.,9,50,0,Intuition
I enjoy brainstorming and exploring new possibilities.,9,24,0,Intuition
I often have hunches or gut feelings about things.,9,24,0,Intuition
I enjoy imagining future scenarios and possibilities.,9,45,0,Intuition
I tend to see patterns and connections between seemingly unrelated things.,9,44,1,Intuition
I prefer to explore multiple options rather than settling on one solution.,9,40,0,Intuition
I value logic and reason over emotions when making decisions.,9,29,0,Thinking
I tend to analyze situations objectively rather than considering how they make me feel.,9,40,1,Thinking
I prefer to give feedback based on facts and evidence rather than emotions.,9,38,0,Thinking
I believe it is important to maintain emotional detachment in professional settings.,9,50,0,Thinking
I prioritize fairness and justice over empathy and compassion.,9,38,0,Thinking
I tend to prioritize logical consistency over accommodating the feelings of others.,9,33,0,Thinking
I prefer to solve problems using logical analysis rather than empathetic understanding.,9,41,1,Thinking
I find it easier to express thoughts and ideas than emotions.,9,49,0,Thinking
"I believe in being honest and straightforward, even if it may hurt the feelings of the person I am speaking to.",9,50,0,Thinking
I value efficiency and effectiveness over maintaining harmony in relationships.,9,29,1,Thinking
I prefer to make decisions based on objective criteria rather than personal values.,9,48,0,Thinking
I tend to focus on the task at hand rather than the emotional atmosphere of a situation.,9,38,1,Thinking
I value honesty and transparency in relationships.,9,25,0,Thinking
I believe in constructive criticism even if it may be perceived as harsh.,9,28,0,Thinking
I prefer to keep my emotions private rather than sharing them with others.,9,25,0,Thinking
I tend to rely on logic rather than intuition when solving problems.,9,36,0,Thinking
I find it challenging to empathize with the emotions of others.,9,19,0,Thinking
I believe in treating everyone fairly and equally.,9,32,1,Thinking
I prefer to address conflicts rationally rather than emotionally.,9,47,0,Thinking
I believe it is important to remain objective in decision-making.,9,39,0,Thinking
I prioritize practical considerations over emotional ones.,9,25,0,Thinking
I tend to suppress my emotions in favour of logical reasoning.,9,50,1,Thinking
I find it easier to discuss ideas and concepts than personal feelings.,9,24,0,Thinking
I prefer to rely on facts and evidence rather than intuition or gut feelings.,9,35,1,Thinking
I believe in being straightforward in communication.,9,40,0,Thinking
I prefer to plan rather than go with the flow.,9,19,0,Judging
I feel uncomfortable with uncertainty and prefer to have a clear plan.,9,45,0,Judging
I like to make decisions quickly rather than keeping my options open.,9,35,1,Judging
I feel stressed when things are left to the last minute.,9,33,1,Judging
I enjoy having a structured routine and sticking to a schedule.,9,19,1,Judging
I prefer to complete tasks before moving on to new ones.,9,50,0,Judging
I feel satisfied when I accomplish my goals on schedule.,9,38,0,Judging
I like to have a clear plan of action before starting a project.,9,43,0,Judging
I find it difficult to adapt to changes in plans.,9,21,1,Judging
I prefer to work on one task at a time rather than juggle multiple tasks.,9,22,1,Judging
I feel more comfortable when things are organized and predictable.,9,29,1,Judging
I enjoy setting goals and working towards achieving them.,9,41,1,Judging
I prefer to follow a set schedule rather than improvise.,9,20,0,Judging
I feel anxious when I have too many open-ended tasks.,9,50,1,Judging
I tend to stick to my plans even if unexpected opportunities arise.,9,50,1,Judging
I prefer to make decisions quickly rather than ponder all the possibilities.,9,27,1,Judging
I enjoy having a clear sense of direction and purpose.,9,46,1,Judging
I feel unsettled when plans change at the last minute.,9,49,0,Judging
I prefer to make lists and schedules to stay organized.,9,45,0,Judging
I feel satisfied when I can check items off my to-do list.,9,35,1,Judging
I find it difficult to relax until I have completed my tasks.,9,49,1,Judging
I prefer to have deadlines to motivate me to complete tasks.,9,24,1,Judging
I enjoy having a sense of closure and completion.,9,28,1,Judging
I feel more productive when I have a clear plan in place.,9,33,1,Judging
I prefer to stick to my plans rather than being spontaneous.,9,20,0,Judging
I prefer quiet evenings at home rather than going out to parties.,10,25,0,Extroversion
I enjoy spending time alone with my thoughts.,10,47,0,Extroversion
I find large social gatherings overwhelming.,10,20,1,Extroversion
I feel drained after spending too much time in social settings.,10,36,1,Extroversion
I prefer deep conversations with a few close friends over small talk with many acquaintances.,10,48,1,Extroversion
I tend to listen more than I talk in social situations.,10,29,1,Extroversion
I feel energized after spending time alone.,10,18,1,Extroversion
I seek out opportunities to meet new people and try new experiences.,10,45,1,Extroversion
I feel comfortable being the centre of attention in a group.,10,40,1,Extroversion
I enjoy networking and meeting new people.,10,32,0,Extroversion
I feel excited and energized in social situations.,10,31,1,Extroversion
I often initiate conversations with strangers.,10,18,1,Extroversion
I enjoy being part of a large group and participating in group activities.,10,23,0,Extroversion
I prefer to work in a team rather than independently.,10,42,1,Extroversion
I feel comfortable speaking in front of large audiences.,10,27,0,Extroversion
I enjoy attending social events and parties.,10,40,1,Extroversion
I prefer to think before I speak in social situations.,10,23,1,Extroversion
I feel comfortable striking up conversations with people I do not know well.,10,37,1,Extroversion
I enjoy participating in group discussions and brainstorming sessions.,10,42,1,Extroversion
I feel energized by interacting with others.,10,40,1,Extroversion
I prefer to have a few close friends rather than many acquaintances.,10,18,1,Extroversion
I find it easy to approach strangers and start conversations.,10,50,1,Extroversion
I prefer activities that I can do alone rather than in a group.,10,39,0,Extroversion
I feel uncomfortable in situations where I do not know anyone.,10,30,1,Extroversion
I prefer to observe rather than participate in group activities.,10,27,0,Extroversion
"I trust my practical, hands-on experience more than abstract theories.",10,30,0,Intuition
I prefer to focus on details rather than seeing the big picture.,10,18,0,Intuition
I rely on facts and evidence when making decisions.,10,38,0,Intuition
I prefer to follow a step-by-step approach rather than experimenting with new ideas.,10,45,0,Intuition
I pay attention to the present moment rather than thinking about future possibilities.,10,33,0,Intuition
"I prefer concrete, tangible information over abstract concepts.",10,47,1,Intuition
I enjoy activities that require careful attention to detail.,10,19,1,Intuition
I prefer to learn through hands-on experience rather than theoretical study.,10,22,1,Intuition
I tend to notice small changes in my environment.,10,20,0,Intuition
